,관할보건소,동,설치기관이름,설치기관주소,기관연락처,설치 위치,위도,경도
3631,북구,송하동,광주남부소방서,"광주광역시 남구 송암로58번길 13', ' 남부소방서 송하119안전센터 (송하동)",062-613-8608,구급차내,35.1105075675122,126.878340652978
3632,북구,각화동,각화동농산물도매시장관리사무소,광주광역시 북구 각화동 437-3,062-613-5522,3층 사무실,35.1839036690447,126.935780108417
3633,북구,각화동,주택관리공단광주각화주공관리소,"광주광역시 북구 군왕로207번길 6', ' 각화 영구임대아파트 (각화동)",062-264-4238,각화주공아파트관리사무소,35.1796529841534,126.935649515811
3634,북구,문흥동,광주북구청소년수련관,광주광역시 북구 대천로 86 (문흥동),062-268-2321,광주북구 청소년수련관,35.1849167007798,126.916685711054
3635,북구,중흥동,광주광역시 북구보건소,광주광역시 북구 우치로 65 보건소 (중흥동),062-410-8985,북구보건소 민원실 창구벽면,35.1733443986544,126.912140201488
3636,북구,용봉동,광주광역시북구청,광주광역시 북구 우치로 77 민원봉사과 (용봉동),062-410-8908,북구청 민원봉사과,35.1742905296566,126.912107567985
3638,북구,풍향동,광주교육대학교,광주광역시 북구 풍향동 1-1 광주교육대학교,062-520-4312,광주교육대학교 상록원,35.1647146772981,126.925697164585
3639,북구,풍향동,광주교육대학교,광주광역시 북구 풍향동 1-1 광주교육대학교,062-520-4312,광주교육대학교생활관,35.1647146772981,126.925697164585
3640,북구,운암동,광주문화예술회관,광주광역시 북구 운암동 328-16,062-510-9217,대극장1층,35.1782094522002,126.881992972331
3641,북구,우산동,광주시립무등도서관,광주광역시 북구 우산동 213-4,062-613-7712,1층관리과,35.1765059805007,126.925275203223
3642,북구,용봉동,광주시립민속박물관,광주광역시 북구 용봉동 1004-4,062-613-5353,1층 당직실,35.1830982815456,126.889208656522
3643,북구,우산동,꿈나무복지관,광주광역시 북구 우산동 86,062-410-6938,꿈나무복지관,35.1777806172572,126.920368026679
3645,북구,동림동,동림동주민자치센터,광주광역시 북구 동림동 1156-3,062-410-8707,동림동 주민자치센터 민원실,35.186966945182,126.866876796159
3646,북구,두암동,두암1동주민자치센터,광주광역시 북구 두암동 862-13,062-510-1537,두암1동 주민자치센터,35.1710362404623,126.928965257036
3647,북구,두암동,두암2동주민센터,광주광역시 북구 면앙로192번길 15,062-410-8775,두암2동주민센터,35.1746015256452,126.93253133196
3648,북구,두암동,두암주공2단지아파트,"광주광역시 북구 삼정로 7 (두암동', ' 율곡타운아파트', '두암주공2단지아파트)",062-266-4879,두암2차 주공아파트관리사무소,35.1652899121618,126.934585689736
3649,북구,두암동,두암3동주민자치센터,광주광역시 북구 두암동 249,062-410-8783,두암3동 주민자치센터 민원실,35.163017317387,126.934755114924
3650,북구,두암동,두암주공4단지 아파트,"광주광역시 북구 삼정로 10 (두암동', ' 두암주공4단지 아파트)",062-266-0856,두암4차 주공아파트관리사무소,35.16305391269,126.93731614786
3651,북구,두암동,두암보건지소,광주광역시 북구 군왕로141번길 6 (두암동),062-410-8193,북구 두암지소 현관,35.1743140472793,126.932467569762
3652,북구,운암동,롯데캐슬아파트,광주광역시 북구 운암1동 364-1,062-515-4300,롯데캐슬아파트 정문 경비실 1초소 앞,35.177035365017,126.871302416497
3653,북구,매곡동,매곡동주민자치센터,광주광역시 북구 매곡동 80,062-410-8813,매곡동 주민자치센터 민원실,35.1896343381178,126.892070099888
3654,북구,임동,무등경기장,광주광역시 북구 임동 316,062-604-2700,관리사무실내,35.1694249627668,126.888805470329
3655,북구,각화동,문화동주민자치센터,광주광역시 북구 각화동 224-12,062-410-8735,문화동 주민자치센터 민원실,35.181497976869,126.936860430269
3656,북구,문흥동,문흥1동주민자치센터,광주광역시 북구 문흥동 996-3,062-410-8745,문흥1동 주민자치센터 민원실,35.1861001785992,126.923087263147
3657,북구,문흥동,문흥2동주민자치센터,광주광역시 북구 문흥동 1010-9,062-410-8753,문흥2동 주민자치센터 민원실,35.1843231299593,126.92191956464
3658,북구,운암동,북광주세무서,광주광역시 북구 운암2동 104-3 북광주세무서,062-520-9200,북광주세무소,35.175059965565,126.88810696853
3659,북구,문흥동,북구노인복지센터,광주광역시 북구 문흥동 1009-1,062-251-5340,북구 노인복지센터 입구,35.1849167007798,126.916685711054
3660,북구,두암동,북구노인종합복지관,"광주광역시 북구 군왕로130번길 30', ' 북구노인종합복지회관 (두암동)",062-266-7727,북구노인종합복지관,35.1723589620334,126.934360809872
3662,북구,삼각동,삼각동주민자치센터,광주광역시 북구 삼각동 791-2,062-410-8793,삼각동 주민자치센터,35.1992647476328,126.899486339794
3663,북구,망월동,석곡동주민자치센터,광주광역시 북구 망월동 668-3,062-410-8842,석곡동 주민자치센터 민원실,35.2150145738127,126.950043456938
3664,북구,망월동,석곡파출소,광주광역시 북구 망월동 685-1,062-266-9912,석곡파출소,35.2138834128084,126.948832288376
3665,북구,일곡동,숭일중학교,광주광역시 북구 일곡동 46-24,062-572-0177,숭일중학교,35.2178134826568,126.896906409545
3666,북구,양산동,시민종합사회복지관,광주광역시 북구 양산동 657-2,062-571-4100,시민종합사회복지관,35.197404190017,126.873104521899
3667,북구,신안동,신안동주민자치센터,광주광역시 북구 신안동 225-33,062-410-8653,신안동 주민자치센터,35.1717856071658,126.904881376845
3668,북구,양산동,양산동주민자치센터,"광주광역시 북구 양산택지로 32', ' 양산동주민센터 (양산동)",062-410-8569,양산동 주민자치센터,35.2091655823031,126.879641909631
3669,북구,본촌동,양산사랑으로부영아파트,"광주광역시 북구 양산택지소로 30 (본촌동', ' 부영사랑으로)",062-576-0082,양산사랑으로부영아파트,35.2147619132085,126.885328710419
3670,북구,운암동,엠마우스복지관,광주광역시 북구 운암2동 480-2,062-524-7701,엠마우스복지관 IF 휴게실,35.1756207169431,126.884571231943
3671,북구,오치동,오치1동주민자치센터,광주광역시 북구 오치동 941-22,062-410-8826,오치1동 주민자치센터,35.189102447884,126.90813247349
3672,북구,오치동,오치1차주공아파트관리사무소,"광주광역시 북구 서하로194번길 6 (오치동', ' 오치 영구임대아파트)",062-266-0394,오치1차 주공아파트관리사무소,35.1854401013688,126.900977205347
3673,북구,오치동,오치2동주민자치센터,광주광역시 북구 오치동 861-58,062-410-8839,오치2동 주민자치센터 민원실,35.1900461637577,126.900485872631
3674,북구,용봉동,용봉동주민자치센터,"광주광역시 북구 용주로18번길 28', ' 용봉동주민센터 (용봉동)",062-410-8665,용봉동 주민자치센터 민원실,35.1803998822635,126.901175990674
3675,북구,용봉동,용봉쌍용예가아파트,"광주광역시 북구 서하로94번길 10 (용봉동', ' 쌍용예가)",062-453-5630,용봉쌍용예가아파트,35.1865749237448,126.889432636692
3677,북구,우산동,우산동주민자치센터,광주광역시 북구 우산동 264-6,062-410-8715,우산동 주민자치센터 민원실,35.1702817942621,126.920947026136
3679,북구,운암동,운암1동주민자치센터,광주광역시 북구 운암1동 841-10,062-410-8674,운암1동 주민자치센터 민원실,35.1748665652694,126.874436350379
3680,북구,운암동,운암2동주민자치센터,광주광역시 북구 운암동 392-1,062-410-8683,운암2동주민자치센터 민원실,35.1725483791567,126.885074058485
3681,북구,운암동,운암3단지아파트,"광주광역시 북구 북문대로98번길 10 (운암동', ' 운암아파트)",062-522-7055,운암3단지아파트,35.1803233931136,126.880056172373
3682,북구,운암동,운암3동주민자치센터,광주광역시 북구 서강로 129,062-410-8694,운암3동 주민자치센터 민원실,35.1827562802167,126.874315417306
3683,북구,운암동,운암도서관,광주광역시 북구 운암3동 303-2,062-410-6952,운암 도서관,35.1802801120239,126.875222206346
3684,북구,운암동,운암산아이파크아파트,"광주광역시 북구 서강로 77 (운암동', ' 운암산아이파크)",062-515-0007,운암산아이파크아파트,35.1793359316417,126.870321390712
3685,북구,일곡동,일곡도서관,광주광역시 북구 일곡로 55 일곡도서관 (일곡동),062-410-6884,북구 일곡도서관 민원실,35.2079765048274,126.895445585868
3686,북구,일곡동,일곡동주민자치센터,광주광역시 북구 일곡동 849-5,062-410-8803,일곡동 주민자치센터 민원실,35.2060291691735,126.897277449153
3687,북구,일곡동,일곡중학교,광주광역시 북구 설죽로 570 일곡중 (일곡동),062-570-1700,일곡중학교,35.2096942417062,126.898446852517
3688,북구,일곡동,일동중학교,"광주광역시 북구 일곡택지로 10', ' 일동중학교 (일곡동)",062-608-1166,일동중학교,35.2027416628226,126.894754532799
3689,북구,임동,임동주민자치센터,광주광역시 북구 임동 129-2,062-410-8643,임동 주민자치센터,35.1658727179906,126.894249057583
3690,북구,동림동,장애인종합복지관,광주광역시 북구 동림동 24,062-513-0977,장애인 종합복지관 체육관,35.1851794536107,126.867851142327
3691,북구,매곡동,전남공무원교육원,광주광역시 북구 매곡동 238,062-606-1324,전남 공무원 교육원,35.1964801561616,126.8904008846
3692,북구,용봉동,전남대학교보건진료실,광주광역시 북구 용봉동 300 전남대학교,062-530-3602,전남대학교보건진료실,35.171894244575,126.90053423066
3693,북구,유동,중앙동주민자치센터,광주광역시 북구 유동 14-6,062-410-8633,중앙동 주민자치센터,35.1573203931668,126.906578106718
3694,북구,중흥동,중흥1동주민자치센터,광주광역시 북구 중흥동 650-7,062-410-8603,중흥1동 주민자치센터,35.1616852447024,126.913776742751
3695,북구,중흥동,중흥2동주민자치센터,광주광역시 북구 중흥동 347-1,062-410-8613,중흥2동 주민자치센터,35.1682889775185,126.909237984695
3696,북구,중흥동,중흥3동주민자치센터,광주광역시 북구 중흥동 286-40,062-410-8628,중흥3동 주민자치센터,35.1722844027465,126.9171290224
3697,북구,풍향동,풍향동주민자치센터,광주광역시 북구 풍향동 597-8,062-410-8723,풍향동 주민자치센터,35.1644744846813,126.923270187759
3698,북구,효령동,효령노인복지타운,광주광역시 북구 효령동 476-1,062-603-9881,일자리동 1층,35.2406509578522,126.912224340278
3699,북구,효령동,효령노인복지타운,광주광역시 북구 효령동 476-1,062-603-9881,평생학습시설 1층,35.2406509578522,126.912224340278
3701,동구,지산동,광주고등법원,"광주광역시 동구 준법로 7-12', ' 광주고등법원 (지산동)",062-239-1340,법정동 3층,35.1511594480371,126.93470038072
3702,동구,서석동,광주광역시동구보건소,광주광역시 동구 서남로 1 (서석동),062-608-3303,구급차,35.1461417002004,126.92309316107
3703,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,지하3층 역무실 앞,35.1454973036399,126.847766048602
3704,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내(지하1층),35.1454973036399,126.847766048602
3705,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내,35.1454973036399,126.847766048602
3706,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내,35.1454973036399,126.847766048602
3707,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,사무실내,35.1454973036399,126.847766048602
3708,동구,마륵동,광주도시철도공사,"광주광역시 서구 상무대로 760', ' 광주광역시도시철도공사 (마륵동)",062-604-8000,용산차량기지,35.1454973036399,126.847766048602
3709,동구,대인동,광주광역시동부소방서,"광주광역시 동구 제봉로 210', ' 광주광역시동부소방서 (대인동)",062-613-8425,구급차내,35.1544942942489,126.914804784324
